mapID,value,label,graph
character_sR39,汉,Character_String,character
R255,乌恰县公安局阿克检查站副站长 疫情一线检查员,履历,character
R256,心肌梗塞,事件,character
R257,湖南衡山县东湖镇马迹卫生院药剂组 副组长,履历,character
R259,加入抗击新型冠状病毒感染的肺炎岳临高速东湖高速路口收费站体温检测排查团队，每天坚持值班，并且独自负责马迹卫生院仓库医疗物资分发,事件,character
R26,非典战役,战役,character
R260,疫情防控点执勤,事件,character
R261,交通事故,事件,character
R262,安徽省枞阳县公安局特（巡）警大队 辅警,履历,character
R263,在去往县局的路上突发心脏病,事件,character
R264,山东省东明县看守所 所长,履历,character
R266,于正洲,人物,character
character_sR40,山东省临邑县,Character_String,character
character_sR41,男,Character_String,character
character_dR22,2020-01-30,Character_Date,character
character_dR23,1972-02-01,Character_Date,character
character_sR42,汉,Character_String,character
R268,齐鲁交通发展集团有限公司淄博分公司收费管理部 部长,履历,character
R27,新型冠状病毒战役,战役,character
R270,负责按上级要求统筹安排齐鲁交通淄博分公司所辖13个高速公路收费站口的疫情防控工作，配合公安、交通等部门做好车辆的劝返、留观工作，配合卫生健康部门开展防疫检测检查工作,事件,character
R271,负责按上级要求统筹安排齐鲁交通淄博分公司所辖13个高速公路收费站口的疫情防控工作，配合公安、交通等部门做好车辆的劝返、留观工作，配合卫生健康部门开展防疫检测检查、落实运输物资车辆免费、快捷通行工作。,事件,character
R272,梁医生,人物,character
character_sR43,男,Character_String,character
character_dR24,2020-01-25,Character_Date,character
character_sR44,unknown,Character_String,character
character_sR45,汉,Character_String,character
R273,毛样洪,人物,character
character_sR46,福建省南平市,Character_String,character
character_sR47,男,Character_String,character
character_dR25,2020-01-25,Character_Date,character
character_sR48,unknown,Character_String,character
character_sR49,汉,Character_String,character
R274,武汉亚心总医院 医生,履历,character
R276,福建省南平市浦城县仙阳镇中心卫生院 副院长,履历,character
R277,驻守高速检查站检测过往车辆乘员体温,事件,character
R278,吴柳,人物,character
R279,车祸,事件,character
R28,2020年1月18日，钟南山从广州赶往武汉。,事件,character
R280,张洁,人物,character
R281,孙琳,人物,character
R282,樊琴,人物,character
R283,乌恰县公安局阿克检查站 副站长,履历,character
R285,疫情一线检查员,事件,character
R287,崔鹏,人物,character
R288,许涛,人物,character
R289,张颖,人物,character
R29,2020年1月20日晚，钟南山院士接受了白岩松采访，提出“它是肯定有人传人的”，拉响全国防控警报。,事件,character
R290,突泉县公安局育文派出所 民警,履历,character
R291,广东桥头派出所,机构,character
R293,埃博拉出血热（EBHF）,疾病,character
R294,急性呼吸道传染病,疾病,character
R295,埃博拉病毒,病毒,character
R296,甲型H1N1流感病毒,病毒,character
R297,副站长,职务,character
R298,乌恰县公安局阿克检查站,机构,character
R299,湖南衡山县东湖镇马迹卫生院药剂组,职务,character
R30,2003年4月12日，广东呼吸疾病研究院召开发布会上，“现在病原不知道，怎么预防不清楚，怎么治疗也还没有很好的办法，病情还在传染，怎么能说是控制了？我们顶多叫遏制，不叫控制！”,言论,character
R300,副组长,职务,character
R301,湖南衡山县东湖镇马迹卫生院药剂组,机构,character
R302,安徽省枞阳县公安局特（巡）警大队,机构,character
R303,所长,职务,character
R304,山东省东明县看守所所长,机构,character
R305,山东省东明县看守所,机构,character
R306,部长,职务,character
R307,齐鲁交通发展集团有限公司淄博分公司收费管理部,机构,character
R308,医生,职务,character
R309,武汉亚心总医院,机构,character
R31,2020年1月20日，央视新闻采访，“新型冠状病毒很可能来自野味，可以人传人，存在医务人员感染的风险。”,言论,character
R310,副院长,职务,character
R311,福建省南平市浦城县仙阳镇中心卫生院,机构,character
R313,墨西哥,城市,character
R314,加利福尼亚州,城市,character
R315,德克萨斯州,城市,character
R316,安徽,城市,character
R317,西非,城市,character
R318,上海科技出版社,机构,character
R319,科学出版社,机构,character
R32,对慢性不明原因咳嗽诊断成功率达85%，重症监护室抢救成功率达91%；,事迹,character
R320,"在抗击新型冠状病毒感染的肺炎疫情工作中不幸感染,经全力抢救无效,于2020年2月7日凌晨2点58分去世",事件,character
R321,王森,人物,character
R322,孙峰,人物,character
R323,雷建平,人物,character
R324,吴雪琼,人物,character
R325,中华医学科技奖,事件,character
R326,上海市银蛇奖,事件,character
R327,高福,人物,character
R328,病原微生物跨宿主传播,领域,character
R329,牛津大学,学校,character
R33,2003年以钟南山为首的专家指导下，广东省创下世界最低非典病死率记录3.7%；,事迹,character
R330,H7N9型禽流感,战役,character
R331,率领首批中国疾病预防控制中心移动实验室检测队赴塞拉利昂抗击埃博拉,事件,character
R332,塞拉利昂,城市,character
R333,“作为中国疾控中心主任，我更大的工作是疾病预防控制工作，落实总书记在十九大提出的预防控制重大疾病，从治疗为主转向预防为主健康中国的策略。”,言论,character
R334,描绘出埃博拉病毒的进化图，在抗击埃博拉病毒的国际援助行动中发挥了关键作用;,事迹,character
R335,首次证实野生迁徙鸟能够群体感染高致病性H5N1禽流感病毒，改变了野生迁徙鸟只是流感病毒贮存宿主的结论,事迹,character
R336,埃博拉,城市,character
R337,山西应县,城市,character
R338,2013年12月至今 中国科学院 院士,履历,character
R339,中国科学院,机构,character
R34,南京,城市,character
R340,2011年5月至今 中国疾病预防控制中心 副主任,履历,character
R341,副主任,职务,character
R342,中国疾病预防控制中心,机构,character
R343,《猪瘟防制》,成果,character
R344,《鸡新城疫防制》,成果,character
R345,《禽病学 第9版》,成果,character
R346,《禽病学 第10版》,成果,character
R347,《禽病学 第11版》,成果,character
R348,《禽病学 第12版》,成果,character
R349,《微生物学案头百科》,成果,character
R35,1992年5月-2002年12月 广州医学院 院长、党委书记,履历,character
R350,《病毒学家 田波院士》,成果,character
R351,《病原微生物实验室生物安全培训指南》,成果,character
R352,广东省,城市,character
R353,2017年第三届树兰医学奖,事件,character
R354,2016年首届“全国杰出科技人才”奖,事件,character
R355,2015年 何梁何利基金科学与技术进步奖,事件,character
R356,2016年 首届“全国杰出科技人才”奖,事件,character
R357,2017年 第三届树兰医学奖,事件,character
R358,2015年 第十六届吴阶平-保罗·杨森医学药学奖 ,事件,character
R359,2015年 中国科学院杰出科技成就奖（个人奖）,事件,character
R36,1996年5月 中国工程院 院士,履历,character
R360,2014年9月 第七届谈家桢生命科学成就奖,事件,character
R361,2014年 第19届日本日经亚洲奖,事件,character
R362,2012年 发展中国家科学院 基础医学奖,事件,character
R363,2010年 中国侨界（创新人才）贡献奖	 ,事件,character
R364,2008年 第一届谈家桢生命科学创新奖,事件,character
R365,2008年 Thomson Reuters Research Fronts Awards,事件,character
R366,1988年 中国科学技术协会中国青年科技奖,事件,character
R367,发展中国家科学院基础医学奖,奖项,character
R368,首届“全国杰出科技人才”奖,奖项,character
R369,中国侨界（创新人才）贡献奖,奖项,character
R37,2013年7月至今 广州呼吸疾病研究所 所长,履历,character
R370,第一届谈家桢生命科学创新奖,奖项,character
R371,中国科学院杰出科技成就奖（个人奖）,奖项,character
R372,第19届日本日经亚洲奖,奖项,character
R373,Thomson Reuters Research Fronts Awards,奖项,character
R374,第三届树兰医学奖,奖项,character
R375, 中国科学技术协会中国青年科技奖,奖项,character
R376,第十六届吴阶平-保罗·杨森医学药学奖,奖项,character
R377,第七届谈家桢生命科学成就奖,奖项,character
R378,何梁何利基金科学与技术进步奖,奖项,character
R379,2008年 “抗震救灾医药卫生先进个人”荣誉称号；,事件,character
R38,2020年1月20日 国家卫健委 高级别专家组组长,履历,character
R380,2017年 “2016—2017流行季H7N9防控工作先进个人”荣誉称号；,事件,character
R381,2020年 武汉市人社局给予张定宇同志记功奖励,事件,character
R382,眼科,领域,character
R383,我认为我不属于造谣，我是在提醒大家注意防范。,言论,character
R384,新型冠状病毒感染,事件,character
R385,《埃博拉病毒糖蛋白结合内吞体受体NPC1的分子机制》,成果,character
R386,《在分子水平上研究空气传播禽流感病毒的 H5血凝素》,成果,character
R387,《现代呼吸病进展》,成果,character
R388,《解读急性传染性非典型肺炎预防与对策》 ,成果,character
R389,《病毒学原理 分子生物学 第3版》,成果,character
R39,2020年1月21日 新型冠状病毒联防联控工作机制科研攻关组组长,履历,character
R390,《核武器及放射损伤医学防治学》,成果,character
R391,过劳,事件,character
R392,章良志,人物,character
character_sR50,江苏省沛县,Character_String,character
character_sR51,男,Character_String,character
character_dR26,2020-02-01,Character_Date,character
character_dR27,1994-05-01,Character_Date,character
character_sR52,汉,Character_String,character
R393,陈在华,人物,character
character_sR53,安徽省淮南市,Character_String,character
character_sR54,男,Character_String,character
character_dR28,2020-02-03,Character_Date,character
character_sR55,unknown,Character_String,character
character_sR56,汉,Character_String,character
R394,程建阳,人物,character
character_sR57,河南省汝州市,Character_String,character
character_sR58,男,Character_String,character
character_dR29,2020-01-30,Character_Date,character
character_sR59,汉,Character_String,character
R395,崔嵬,人物,character
character_sR60,河南省太康市,Character_String,character
character_sR61,男,Character_String,character
character_dR30,2020-01-16,Character_Date,character
character_dR31,1971-08-01,Character_Date,character
character_sR62,汉,Character_String,character
R397,黄汉明,人物,character
character_sR63,湖北省安陆市,Character_String,character
character_sR64,男,Character_String,character
character_dR32,2020-02-01,Character_Date,character
character_sR65,汉,Character_String,character
R398,姜娜,人物,character
character_sR66,吉林省松原市,Character_String,character
character_sR67,女,Character_String,character
character_dR33,2020-02-04,Character_Date,character
character_dR34,1979-05-01,Character_Date,character
character_sR68,汉,Character_String,character
R399,蒋金波,人物,character
character_sR69,江西省赣州市,Character_String,character
character_sR70,男,Character_String,character
character_dR35,2020-01-28,Character_Date,character
character_sR71,汉,Character_String,character
R40,广东省科技进步三等奖,奖项,character
character_sR72,三等奖,Character_String,character
R400,李弦,人物,character
character_sR73,山东省泰安市,Character_String,character
character_sR74,男,Character_String,character
character_dR36,2020-01-23,Character_Date,character
character_dR37,1982-06-01,Character_Date,character
character_sR75,汉,Character_String,character
R401,梁武东,人物,character
character_sR76,湖北省,Character_String,character
character_sR77,男,Character_String,character
character_dR38,2020-01-25,Character_Date,character
character_dR39,1959-03-01,Character_Date,character
character_sR78,汉,Character_String,character
R402,马承武,人物,character
character_sR79,湖北省荆州市,Character_String,character
character_sR80,男,Character_String,character
character_dR40,2020-01-31,Character_Date,character
character_sR81,汉,Character_String,character
R403,孙训祥,人物,character
character_sR82,安徽省太湖县,Character_String,character
character_sR83,男,Character_String,character
character_dR41,2020-02-04,Character_Date,character
character_sR84,汉,Character_String,character
R404,尹祖川,人物,character
character_sR85,四川省重庆市,Character_String,character
character_sR86,男,Character_String,character
character_dR42,2020-01-29,Character_Date,character
character_dR43,1972-08-24,Character_Date,character
character_sR87,汉,Character_String,character
R405,张辉,人物,character
character_sR88,湖南省湘潭市,Character_String,character
character_sR89,男,Character_String,character
character_dR44,2020-02-01,Character_Date,character
character_dR45,1963-03-31,Character_Date,character
character_sR90,汉,Character_String,character
R406,张新忠,人物,character
character_sR91,山东省菏泽市,Character_String,character
character_sR92,男,Character_String,character
character_dR46,2020-01-25,Character_Date,character
character_dR47,1964-09-01,Character_Date,character
character_sR93,汉,Character_String,character
R407,安徽淮南大通区城管局大通街道中队 副中队长,履历,character
R408,副中队长,职务,character
R409,安徽淮南大通区城管局大通街道中队,机构,character
R41,广州市科技成果一等奖,奖项,character
character_sR94,一等奖,Character_String,character
R410,过劳-心梗,事件,character
R411,河南省汝州市公安局 大队长,履历,character
R412,大队长,职务,character
R413,河南省汝州市公安局,机构,character
R414,过劳-脑溢血,事件,character
R415,山东临沂市公安局 民警,履历,character
R416,山东临沂市公安局,机构,character
R417,四川眉山天府新区高家镇英头村 党支部书记,履历,character
R418,四川眉山天府新区高家镇英头村,机构,character
R419,过劳-脑出血,事件,character
R42,中国卫生部重大科技成果三等奖,奖项,character
character_sR95,三等奖,Character_String,character
R420,湖北安陆水寨村 党支部书记,履历,character
R421,湖北安陆水寨村	,机构,character
R422,松原市长岭县七号镇 党委副书记,履历,character
R423,松原市长岭县七号镇,机构,character
R424,江西省赣州市大余县疾病预防控制中心 医师,履历,character
R425,医师,职务,character
R426,江西省赣州市大余县疾病预防控制中心,机构,character
R427,山东省泰安市公安局泰山分局中队 指导员,履历,character
R428,指导员,职务,character
R429,山东省泰安市公安局泰山分局中队,机构,character
R43,广东省科学技术二等奖,奖项,character
character_sR96,二等奖,Character_String,character
R430,湖北省新华医院 医生,履历,character
R431,湖北省新华医院,机构,character
R432,新冠感染,事件,character
R433,湖北石首小河口镇中洲村 村干部,履历,character
R434,村干部,职务,character
R435,湖北石首小河口镇中洲村,机构,character
R436,太湖县前进村 党总支副书记,履历,character
R437,党总支副书记,职务,character
R438,太湖县前进村,机构,character
R439,过劳-心脏衰竭,事件,character
R44,广州市科学技术进步一等奖,奖项,character
character_sR97,一等奖,Character_String,character
R440,长江航运公安局宜昌分局治安管理支队 支队长,履历,character
R441,支队长,职务,character
R442,长江航运公安局宜昌分局治安管理支队,机构,character
R443,湖南省卫生计生综合监督局 党委书记、局长,履历,character
R444,局长,职务,character
R445,湖南省卫生计生综合监督局,机构,character
R446,东明县公安局看守所 所长,履历,character
R447,东明县公安局看守所,机构,character
R448,过劳-心脏疾病,事件,character
R449,江苏徐州沛县五段派出所 辅警,履历,character
R45,广州市科学技术进步二等奖,奖项,character
character_sR98,二等奖,Character_String,character
R450,江苏徐州沛县五段派出所,机构,character
R451,巡查取缔辖区主次干道活禽交易市场，关停饮食摊群点，宣传疫情防控科学知识和政策等,事件,character
R452,社会治安稳定疫情防控专班的相关负责人,事件,character
R453,陈在华连续奋战多日，每天工作时长都在10小时以上，充分发挥了党员干部的先锋模范带头作用。,事迹,character
R454,从警23年，程建阳先后荣立个人三等功1次，获得个人嘉奖2次，多次受到汝州市、平顶山市党委、政府和河南省公安厅表彰。2017年9月，程建阳被中共河南省委授予“人民满意的政法干警”荣誉称号。,事迹,character
R455,从事治安管理和安保维稳等工作,事件,character
R456,三十多年的从军、从警生涯，他对党绝对忠诚，对人民高度负责，对事业有着强烈的使命感和责任感。他认真负责、任劳任怨、执着追求，多次受到表彰奖励。,事迹,character
R457,宣传疫情防控工作,事件,character
R458,疫情防控工作开展以来，黄汉明坚持奔走在一线；途中累倒后去医院接受过检查，医生建议住院治疗。时刻牵挂着工作的黄汉明坚持回村,事迹,character
R459,宣传防控知识,事件,character
R46,中国国家级教学成果二等奖,奖项,character
character_sR99,二等奖,Character_String,character
R460,2020年2月18日，全国妇联决定追授姜娜同志为“全国三八红旗手”称号,事迹,character
R461,负责到隔离病房进行流行病学调查，调查病例的基本情况、发病就诊经过、暴露史，确定密切接触者和可疑暴露者，防止疫情扩散，为查明疫情发生的原因和传播途径提供详实的资料数据。,事件,character
R462,他几十年如一日爱岗敬业，勤勤恳恳，默默奉献，忠诚履行了一名“人民疾控卫士”的神圣职责，用自己的实际行动诠释责任和担当，在疾控工作岗位上贡献了全部的力量。,事迹,character
R463,开展有关违法案件网络侦查工作,事件,character
R464,2011年1月4日，泰安市发生了“1.04”持枪杀人案件，李弦驾车追击持枪歹徒； ,事迹,character
R465,2019年5月12日，在接到举报“有人准备在全国春季高考中作弊”的重大敏感线索后，李弦连夜奔赴济南、烟台等地将犯罪嫌疑人抓捕归案,事迹,character
R466,播放疫情防控宣传信息，村内排查、劝导工作,事件,character
R467,2016年以来，前进村实现脱贫244户782人、累计完成了30余公里道路硬化、改造了全村22个村民小组的电网、盘活40亩水面发展水产养殖……在前进村实现乡村振兴的道路上始终都有孙训祥的身影,事迹,character
R468,新型冠状病毒感染的肺炎疫情防控专项督导,事件,character
R469,2020年1月19日至21日，张辉带队奔赴长沙、岳阳两地开展新型冠状病毒感染的肺炎疫情防控专项督导。 ,事迹,character
R47,《呼吸病学 第2版》,书籍,character
R470,2020年1月28日至 29日，他又带队对湖南中大中雅医药科技有限公司及长沙华康消毒剂有限公司2家生产消毒剂的消毒产品生产企业进行卫生监督检查。,事迹,character
R471,随着新型冠状病毒感染的肺炎疫情突发，他不顾个人安危，心系同事和在押人员，更是吃住在所，身先士卒冲锋在第一线，第一时间召开专题会安排部署，及时对全体在押人员全面体检,事迹,character
R472,宣传防疫工作，对辖区街面商铺进行登记排查，呼吁村民抗击疫情,事件,character
R473,2018年5月入职，协助民警侦破刑事案件15宗，抓获各类违法犯罪份子85人，制止飙车交通违法行为就有10余起。,事迹,character
R474,2020年农历大年初一（1月25日）起，加入抗击新型冠状病毒肺炎岳临高速东湖高速路口收费站体温检测排查团队，每天坚持值班，并且负责马迹卫生院仓库医疗物资分发，连续十天九夜奋斗在防控一线。,事迹,character
R476,安排部署看守所疫情防控工作,事件,character
R477,过劳-心源性猝死,事件,character
R478,接诊新冠病患,事件,character
R479,感染新型冠状病毒,事件,character
R48,《临床路径释义  感染性疾病分册2018年版》,书籍,character
R480,郑少华,人物,character
character_sR100,四川省眉山市,Character_String,character
character_sR101,男,Character_String,character
