mapID,value,label,graph
e287,1919年9月24日,Concept Entity,character
e288,抵御极端的寒冷环境,Concept Entity,character
e289,微溶于水,Concept Entity,character
e290,Hymenomycetes,Concept Entity,character
e291,vibrio,Concept Entity,character
e292,聚醚类抗生素,Concept Entity,character
e293,李小安（医生）,Concept Entity,character
e294,thiazole,Concept Entity,character
e295,细菌感染所致,Concept Entity,character
e296,建立了间接血凝反应,Concept Entity,character
e297,疏松组织,Concept Entity,character
e298,Thermophilic,Concept Entity,character
e299,Kun,Concept Entity,character
e300,发热与斑丘疹、疱疹同时，或无发热即出疹,Concept Entity,character
e301,37℃中放18～24小时生长,Concept Entity,character
e302,helper,Concept Entity,character
e303,细胞免疫,Concept Entity,character
e304,Tonsil,Concept Entity,character
e305,Thallophyte,Concept Entity,character
e306,剧毒,Concept Entity,character
e307,200-797-7,Concept Entity,character
e308,厚垣孢子,Concept Entity,character
e309,古细菌界,Concept Entity,character
e310,《恙虫病检验手册》、《弓形体病》,Concept Entity,character
e311,Artificial,Concept Entity,character
e312,片剂,Concept Entity,character
e313,Hemoptysis,Concept Entity,character
e314,1～3年,Concept Entity,character
e315,昆虫纲,Concept Entity,character
e316,关节红、肿、热、痛、功能障碍及关节畸形,Concept Entity,character
e317,仿生学,Concept Entity,character
e318,处方药、基本药物,Concept Entity,character
e319,中国约657种,Concept Entity,character
e320,竹节状、鹿角状、球拍状、螺旋状和梳状等,Concept Entity,character
e321,张辉,Concept Entity,character
e322,大分子通过内吞的作用进入细胞,Concept Entity,character
e323,苏联医学科学院病毒学研究所,Concept Entity,character
e324,Saprotrophs;,Concept Entity,character
e325,2018年,Concept Entity,character
e326,李小安,Concept Entity,character
e327,感染葡萄球菌、链球菌、大肠杆菌，或滴虫、念珠菌等,Concept Entity,character
e328,transduction,Concept Entity,character
e329,淋巴器官,Concept Entity,character
e330,伞菌、香菇、菌类（Lentius）,Concept Entity,character
e331,5-Fluorouracil,Concept Entity,character
e332,C9H8O4,Concept Entity,character
e333,葡萄球菌属,Concept Entity,character
e334,界（生物学分类）,Concept Entity,character
e335,小儿结核病,Concept Entity,character
e336,淀粉等天然物质,Concept Entity,character
e337,脓肿,Concept Entity,character
e338,Bordetella,Concept Entity,character
e339,创伤,Concept Entity,character
e340,颊黏膜，舌，齿龈，上腭,Concept Entity,character
e341,子囊果,Concept Entity,character
e342,smallpox,Concept Entity,character
e343,Anthrax,Concept Entity,character
e344,不溶于水、稀酸、碱、乙醇或其它有机溶剂,Concept Entity,character
e345,food,Concept Entity,character
e346,systemic,Concept Entity,character
e347,BF,Concept Entity,character
e348,支气管炎,Concept Entity,character
e349,黄叶病、暂黄病,Concept Entity,character
e350,immunology,Concept Entity,character
e351,合成自身的含氮化合物,Concept Entity,character
e352,病毒（乐队）,Concept Entity,character
e353,150.22,Concept Entity,character
e354,CFU,Concept Entity,character
e355,淋巴滤泡不明显,Concept Entity,character
e356,丙型肝炎、丙肝,Concept Entity,character
e357,液体培养基,Concept Entity,character
e358,观察细菌,Concept Entity,character
e359,美德定,Concept Entity,character
e360,Spermin,Concept Entity,character
e361,密封保,Concept Entity,character
e362,N-乙酰基神经氨酸,Concept Entity,character
e363,作为基因导入细胞的工具,Concept Entity,character
e364,生物载体,Concept Entity,character
e365,江苏省靖江,Concept Entity,character
e366,双特异性抗体,Concept Entity,character
e367,agarose,Concept Entity,character
e368,根尖周炎,Concept Entity,character
e369,食用大量含硝酸盐的食物,Concept Entity,character
e370,预防狂犬病,Concept Entity,character
e371,香菇多糖,Concept Entity,character
e372,30,Concept Entity,character
e373,风诊,Concept Entity,character
e374,571℃,Concept Entity,character
e375,农用抗生素,Concept Entity,character
e376,山羊,Concept Entity,character
e377,生理学,Concept Entity,character
e378,消毒,Concept Entity,character
e379,感染科、肿瘤科,Concept Entity,character
e380,1946～1947年,Concept Entity,character
e381,multiple,Concept Entity,character
e382,心脏，神经，胃，眼，耳等,Concept Entity,character
e383,enzyme,Concept Entity,character
e384,以贫血、出血和感染为主要表现,Concept Entity,character
e385,生物过程在生产,Concept Entity,character
e386,坏死性胰腺炎或胰腺周围脂肪发生局灶性坏死、液化继发感染,Concept Entity,character
e387,各种形式的免疫功能,Concept Entity,character
e388,隐球酵母科,Concept Entity,character
e389,乳酸链球菌肽,Concept Entity,character
e390,1918年4月3日,Concept Entity,character
e391,粉褶侧耳,Concept Entity,character
e392,536.,Concept Entity,character
e393,草菇（食用菌）,Concept Entity,character
e394,免疫分析法,Concept Entity,character
e395,疗养,Concept Entity,character
e396,碳、氢和氧,Concept Entity,character
e397,C30H22O12,Concept Entity,character
e398,抗原递呈细胞,Concept Entity,character
e399,mutation,Concept Entity,character
e400,名词,Concept Entity,character
e401,羊炭疽病,Concept Entity,character
e402,过氧乙酸、高锰酸钾,Concept Entity,character
e403,圆形、椭圆、圆柱,Concept Entity,character
e404,B1a:873.09,Concept Entity,character
e405,C18H35ClN2O6S,Concept Entity,character
e406,抗原分离、抗原印迹和抗原检定,Concept Entity,character
e407,昆虫学家,Concept Entity,character
e408,进行药物敏感度的测定,Concept Entity,character
e409,二次感染细胞时,Concept Entity,character
e410,几乎对所有抗生素有抗药性的细菌,Concept Entity,character
e411,本菌在体内能形成荚膜,Concept Entity,character
e412,近日节律,Concept Entity,character
e413,衣原体门,Concept Entity,character
e414,熟石灰、消石灰,Concept Entity,character
e415,两性霉素B,Concept Entity,character
e416,在脊椎动物与人类之间自然传,Concept Entity,character
e417,病毒类疫苗,Concept Entity,character
e418,SARS冠状病毒（SARS-CoV）引起,Concept Entity,character
e419,网易游戏,Concept Entity,character
e420,手癣,Concept Entity,character
e421,化学药品,Concept Entity,character
e422,隐蔽期,Concept Entity,character
e423,百日咳毒素、丝状血凝素,Concept Entity,character
e424,前鞭毛体、无鞭毛体,Concept Entity,character
e425,传染性,Concept Entity,character
e426,Y,Concept Entity,character
e427,双螺旋中间体,Concept Entity,character
e428,燕平梅,Concept Entity,character
e429,Gill,Concept Entity,character
e430,polyether,Concept Entity,character
e431,低龄、年老体弱者,Concept Entity,character
e432,国务院特殊津贴专家,Concept Entity,character
e433,仅仅是血型的不同，都属健康人群,Concept Entity,character
e434,形成雾状,Concept Entity,character
e435,先天免疫功能异常,Concept Entity,character
e436,以自分泌和旁分泌方式发挥效应,Concept Entity,character
e437,免疫（希小宝演唱歌曲）,Concept Entity,character
e438,内科，心血管内科,Concept Entity,character
e439,咖啡酸,Concept Entity,character
e440,Principle,Concept Entity,character
e441,西非法郎,Concept Entity,character
e442,一元无机强酸,Concept Entity,character
e443,芽孢杆菌目,Concept Entity,character
e444,150—600毫微,Concept Entity,character
e445,症状复杂，可累及任何组织器官，包括皮肤，黏膜，骨，关节以及各内脏，较易侵犯神经系统,Concept Entity,character
e446,没有包膜的直径为70～90,Concept Entity,character
e447,西那卡塞等,Concept Entity,character
e448,性,Concept Entity,character
e449,婴儿成长所需的所有营养和抗体,Concept Entity,character
e450,肿瘤诱发（tumor-inducing）,Concept Entity,character
e451,鲜奶，凝乳剂，乳酸菌，盐,Concept Entity,character
e452,Agaricus,Concept Entity,character
e453,浆细胞,Concept Entity,character
e454,archaeobacteria,Concept Entity,character
e455,孕妇忌用,Concept Entity,character
e456,生物法,Concept Entity,character
e457,protist,Concept Entity,character
e458,进行分析后,Concept Entity,character
e459,1日每千克体重10mg，分3次用。,Concept Entity,character
e460,剂量过大可引起腹泻,Concept Entity,character
e461,静滴后数小时发生寒战,Concept Entity,character
e462,鼠属,Concept Entity,character
e463,450多种,Concept Entity,character
e464,极冷、极热或极大压强,Concept Entity,character
e465,两亲性,Concept Entity,character
e466,左霉素,Concept Entity,character
e467,抗毒素、抗菌血清,Concept Entity,character
e468,新型疫苗,Concept Entity,character
e469,螺杆菌属,Concept Entity,character
e470,生物武器,Concept Entity,character
e471,PTH,Concept Entity,character
e472,HBV,Concept Entity,character
e473,沙培林,Concept Entity,character
e474,硫化细菌,Concept Entity,character
e475,土壤、水、动物及人类的肠道,Concept Entity,character
e476,食欲不振、容易疲劳、虚弱,Concept Entity,character
e477,B细胞是参与体液免疫的致敏B细胞,Concept Entity,character
e478,Wanna,Concept Entity,character
e479,0.5～0.8μm,Concept Entity,character
e480,Panavision,Concept Entity,character
e481,Hoe-28o;,Concept Entity,character
e482,甲烷微菌属,Concept Entity,character
e483,700多种,Concept Entity,character
e484,子,Concept Entity,character
e485,用途广泛,Concept Entity,character
e486,腹痛、腹肌紧张、恶心、呕吐、发热，重者全身中毒性反应,Concept Entity,character
e487,微生物补充一种以上的营养物质,Concept Entity,character
e488,过敏体质者,Concept Entity,character
e489,异硫氰酸荧光素,Concept Entity,character
e490,Erwinia,Concept Entity,character
e491,Unionidae,Concept Entity,character
e492,黑洞,Concept Entity,character
e493,白色链霉菌,Concept Entity,character
e494,肺念珠菌病,Concept Entity,character
e495,181.9℃,Concept Entity,character
e496,引起人及动物的钩端螺旋体病,Concept Entity,character
e497,淋巴细胞产生的细胞因子,Concept Entity,character
e498,结膜炎，角膜炎,Concept Entity,character
e499,215-807-5,Concept Entity,character
e500,食管炎,Concept Entity,character
e501,仙居县环城西路50号,Concept Entity,character
e502,流感病毒,Concept Entity,character
e503,重要防卫体系,Concept Entity,character
e504,血球,Concept Entity,character
e505,技术分析等,Concept Entity,character
e506,蟎,Concept Entity,character
e507,由絮状表皮癣菌、须癣毛癣菌、红色毛癣菌等引起,Concept Entity,character
e508,HLA（人类白细胞抗原）,Concept Entity,character
e509,心跳过速，结膜炎和非渗出性咽峡炎，伴发热、头痛、发冷、肌痛及恶心、呕吐等,Concept Entity,character
e510,basidiospora,Concept Entity,character
e511,预防传染病,Concept Entity,character
e512,草菇,Concept Entity,character
e513,百度百科十大热词——2020·1,Concept Entity,character
e514,脂多糖的最外层部分,Concept Entity,character
e515,检测放射性标记物质的技术,Concept Entity,character
e516,NisinCAS:1414-45-5,Concept Entity,character
e517,crimean,Concept Entity,character
e518,内科，外科，肿瘤科,Concept Entity,character
e519,免疫规划,Concept Entity,character
e520,1965年9月,Concept Entity,character
e521,演员,Concept Entity,character
e522,是水中需氧污染物含量的综合指标,Concept Entity,character
e523,人二倍体细胞狂犬病疫苗,Concept Entity,character
e524,乙肝两对半,Concept Entity,character
e525,医药、工农业、环保,Concept Entity,character
e526,人工方法,Concept Entity,character
e527,ZHUSHEYONG,Concept Entity,character
e528,sensitive,Concept Entity,character
e529,微生物添加剂,Concept Entity,character
e530,盘菌目,Concept Entity,character
e531,auxotroph,Concept Entity,character
e532,布氏杆菌,Concept Entity,character
e533,急性、接触性,Concept Entity,character
e534,0.5,Concept Entity,character
e535,好氧法、厌氧法和生物酶法等,Concept Entity,character
e536,发黑,Concept Entity,character
e537,Zygomycotina,Concept Entity,character
e538,empyema,Concept Entity,character
e539,442.99800,Concept Entity,character
e540,中国、俄罗斯、澳大利亚等国及欧洲、北美洲等地区均有分布,Concept Entity,character
e541,Russula,Concept Entity,character
e542,免疫组化技术,Concept Entity,character
e543,牛肝菌科、乳牛肝菌科,Concept Entity,character
e544,磷烷,Concept Entity,character
e545,1955年3月11日,Concept Entity,character
e546,1953,Concept Entity,character
e547,感染科,Concept Entity,character
e548,脐带血,Concept Entity,character
e549,Chemolithoautotrophy,Concept Entity,character
e550,对肝脏有损伤性,Concept Entity,character
e551,常因链球菌或葡萄球菌分泌物积存于扁桃体窝引起,Concept Entity,character
e552,臭虫,Concept Entity,character
e553,subtilis,Concept Entity,character
e554,食品保鲜,Concept Entity,character
e555,免疫性,Concept Entity,character
e556,链球菌属,Concept Entity,character
e557,梭状芽胞杆菌属,Concept Entity,character
e558,多为肉质，含很少膜质或革质,Concept Entity,character
e559,用于霉菌酵母菌计数等,Concept Entity,character
e560,抗链球菌溶血素“O”试验,Concept Entity,character
e561,悉尼,Concept Entity,character
e562,漳州,Concept Entity,character
e563,正常菌群,Concept Entity,character
e564,白僵病,Concept Entity,character
e565,非特异性免疫,Concept Entity,character
e566,sporulation,Concept Entity,character
e567,风疹,Concept Entity,character
e568,利用甲醇作为唯一碳源和能源,Concept Entity,character
e569,calcium,Concept Entity,character
e570,硝基苯、硝基烷烃等,Concept Entity,character
e571,刺激B细胞增殖并产生免疫球蛋白G,Concept Entity,character
e572,v.Tiegh.,Concept Entity,character
e573,奈瑟菌属,Concept Entity,character
e574,中枢神经系统感染,Concept Entity,character
e575,Metronidazole,Concept Entity,character
e576,connective,Concept Entity,character
e577,1873,Concept Entity,character
e578,新型冠状病毒感染的肺炎,Concept Entity,character
e579,DNA连接酶,Concept Entity,character
e580,薄而均匀地平铺在舌面,Concept Entity,character
e581,2630吨,Concept Entity,character
e582,新型的冠状病毒,Concept Entity,character
e583,肝功能障碍,Concept Entity,character
e584,43～48岁人群,Concept Entity,character
e585,组织对重大疾病的综合防治等,Concept Entity,character
e586,1.38g/cm3,Concept Entity,character
e587,常见流感病,Concept Entity,character
e588,小腿屈面,Concept Entity,character
e589,cilia,Concept Entity,character
e590,咽痛，可伴流涕、发热、声嘶、胸闷等,Concept Entity,character
e591,黄嘌呤氧化酶,Concept Entity,character
e592,与人类健康密切相关,Concept Entity,character
e593,minimum,Concept Entity,character
e594,多节绦虫亚纲,Concept Entity,character
e595,乳酸杆菌,Concept Entity,character
e596,sheng,Concept Entity,character
e597,由卵菌纲引起的植物病害,Concept Entity,character
e598,2011年当选中国工程院院士,Concept Entity,character
e599,鹅颈烧瓶实验,Concept Entity,character
e600,马铃薯Y病毒,Concept Entity,character
e601,木蚤、目虱、床虱、壁虱,Concept Entity,character
e602,通常存在于正常人口腔，上呼吸道，肠道及阴道,Concept Entity,character
e603,鹅口疮，在颊，齿龈,Concept Entity,character
e604,肺炎疫苗,Concept Entity,character
e605,人类生物资源,Concept Entity,character
e606,生物饲料,Concept Entity,character
e607,充分发挥疫苗的免疫效果,Concept Entity,character
e608,泌尿外科,Concept Entity,character
e609,Eubacterium,Concept Entity,character
e610,科学,Concept Entity,character
e611,吸毒的致幻作用,Concept Entity,character
e612,郎格汉斯细胞,Concept Entity,character
e613,郑州市金水区,Concept Entity,character
e614,盆腔炎,Concept Entity,character
e615,Exogenous,Concept Entity,character
e616,350×250纳米,Concept Entity,character
e617,片剂：每片0.3g、0.5g,Concept Entity,character
e618,外毒素,Concept Entity,character
e619,梯形接合,Concept Entity,character
e620,弧菌科(Vibrionaceae),Concept Entity,character
e621,与化学毒物、放射线、病毒感染、免疫等有关,Concept Entity,character
e622,因病疫传播蔓延而致病,Concept Entity,character
e623,asexual,Concept Entity,character
e624,0.3～0.5um,Concept Entity,character
e625,蝶形红斑，皮损，内脏损害，或伴其他结缔组织病,Concept Entity,character
e626,为发烧、结膜潮红、咳嗽,Concept Entity,character
e627,放射自显影术,Concept Entity,character
e628,免疫反应,Concept Entity,character
e629,水产养殖,Concept Entity,character
e630,不产生新的亚型,Concept Entity,character
e631,1965年,Concept Entity,character
e632,抗原抗体浓度的比例等,Concept Entity,character
e633,Morchella,Concept Entity,character
e634,肉鞭动物亚门,Concept Entity,character
e635,股部、腹股沟、下肢,Concept Entity,character
e636,猪气喘病,Concept Entity,character
e637,蓝菌界,Concept Entity,character
e638,oncogene,Concept Entity,character
