entity:ID,name,:LABEL
e119,飘尘,Concept Entity
e120,口角潮红、起疱、皲裂、糜烂、结痂、脱屑等,Concept Entity
e121,苏冰；周光炎,Concept Entity
e122,再障,Concept Entity
e123,Actinomyces,Concept Entity
e124,节肢动物,Concept Entity
e125,Tulipa,Concept Entity
e126,葡萄球菌，链球菌及大肠杆菌等，滴虫或念珠菌,Concept Entity
e127,用自发突变方法来选育菌种等,Concept Entity
e128,伯克霍尔德菌,Concept Entity
e129,medicalmicrobiology,Concept Entity
e130,原发性：婴幼儿,Concept Entity
e131,Macrophage,Concept Entity
e132,组织细胞,Concept Entity
e133,野兔热杆菌,Concept Entity
e134,Gill;Lamellae,Concept Entity
e135,6属,Concept Entity
e136,转基因小鼠,Concept Entity
e137,细菌毒素,Concept Entity
e138,非洲，中东，西亚，北美,Concept Entity
e139,255-257°C,Concept Entity
e140,水不溶性的结构称为包涵体,Concept Entity
e141,370.38,Concept Entity
e142,阵发性痉挛,Concept Entity
e143,卫生,Concept Entity
e144,1种独特的传染因子,Concept Entity
e145,婴幼儿不能肌内注射,Concept Entity
e146,紫外线（物理学中光学定义）,Concept Entity
e147,母婴传播,Concept Entity
e148,医科,Concept Entity
e149,子宫内膜,Concept Entity
e150,生物技术,Concept Entity
e151,动物和真菌,Concept Entity
e152,自然免疫,Concept Entity
e153,胃癌,Concept Entity
e154,与直肠炎并发,Concept Entity
e155,蚜虫、叶蝉、飞虱、蓟马，白粉虱,Concept Entity
e156,hypha,Concept Entity
e157,滴虫性阴道炎和尿道炎,Concept Entity
e158,免疫活性细胞,Concept Entity
e159,嵌合抗体、改型抗体等几类,Concept Entity
e160,博士研究生,Concept Entity
e161,肛管炎症,Concept Entity
e162,杂交瘤技术来制备,Concept Entity
e163,芽生生殖,Concept Entity
e164,口服，成人每日15～40mg，需要时增加到60mg,Concept Entity
e165,gastric,Concept Entity
e166,发热、阴囊胀痛肿大、隐痛、沉坠感、压痛等,Concept Entity
e167,山东济南,Concept Entity
e168,pus,Concept Entity
e169,朊病毒病,Concept Entity
e170,霉菌毒素,Concept Entity
e171,《微生物学》,Concept Entity
e172,2市辖区、5市辖开发区、1县级市、8县,Concept Entity
e173,由聚积在口腔内的细菌引起,Concept Entity
e174,19世纪后半叶,Concept Entity
e175,腹痛、水泻、呕吐及发热,Concept Entity
e176,原发性肺结核或组织胞浆菌病感染所致,Concept Entity
e177,trachoma,Concept Entity
e178,免疫屏障,Concept Entity
e179,抗原特异性,Concept Entity
e180,中风、心肌梗塞、低血容量休克等,Concept Entity
e181,ascospore,Concept Entity
e182,207-175-4,Concept Entity
e183,糖酵解,Concept Entity
e184,极端环境微生物的研究有二十余年,Concept Entity
e185,立克次体目,Concept Entity
e186,含13%DNA和87%的蛋白质,Concept Entity
e187,CN：,Concept Entity
e188,镰刀菌属,Concept Entity
e189,头孢噻甲羧肟,Concept Entity
e190,散囊菌纲,Concept Entity
e191,泰妙菌素,Concept Entity
e192,肠道指大小肠,Concept Entity
e193,adjuvant,Concept Entity
e194,lysogenic,Concept Entity
e195,L-Asparagine,Concept Entity
e196,DNA病毒 RNA病毒,Concept Entity
e197,土壤生态系统,Concept Entity
e198,发热，咳嗽，咽部充血，呼吸困难及发绀，嗜睡，萎靡，面色苍白等,Concept Entity
e199,无菌的条件,Concept Entity
e200,间接和直接传播,Concept Entity
e201,菌（微生物）,Concept Entity
e202,慎用,Concept Entity
e203,与RNA序列相同的那一个DNA单链,Concept Entity
e204,C/Xi,Concept Entity
e205,专性厌氧性细菌,Concept Entity
e206,germs,Concept Entity
e207,19031,Concept Entity
e208,破伤风抗毒素,Concept Entity
e209,上班一族,Concept Entity
e210,Aedes（Stegomyia）albopictus,Concept Entity
e211,军事科学院系统工程研究院研究员、信息系统安全重点实验室主任,Concept Entity
e212,鸽痘,Concept Entity
e213,孢囊梗,Concept Entity
e214,眼科学（科学种类）,Concept Entity
e215,生物活体或其代谢产物作为农药,Concept Entity
e216,45种细菌,Concept Entity
e217,MK-8(H4),Concept Entity
e218,疫苗,Concept Entity
e219,腥,Concept Entity
e220,儿科，小儿传染病科,Concept Entity
e221,α-变形杆菌纲,Concept Entity
e222,2012年3月11日,Concept Entity
e223,菌种分离,Concept Entity
e224,固体培养基的一种形式,Concept Entity
e225,麻风病,Concept Entity
e226,呼吸短促,Concept Entity
e227,先天性,Concept Entity
e228,西尼罗病毒经蚊子传播,Concept Entity
e229,能分解有机污染物,Concept Entity
e230,担子菌门纲 Basidiomycetes,Concept Entity
e231,结缔组织病,Concept Entity
e232,phimosis,Concept Entity
e233,drymouth,Concept Entity
e234,spirillar,Concept Entity
e235,铁荚菌科,Concept Entity
e236,细菌菌落,Concept Entity
e237,3－O－α-羧乙基-D-葡萄糖胺。,Concept Entity
e238,棉籽经过剥壳机分离后剩下的外壳,Concept Entity
e239,常因β-溶血性链球菌“致肾炎菌株”感染所致,Concept Entity
e240,河南、四川、云南,Concept Entity
e241,2-3月龄的仔猪,Concept Entity
e242,详细如下,Concept Entity
e243,伞菌目,Concept Entity
e244,C40H56,Concept Entity
e245,肠、胃,Concept Entity
e246,子宫,Concept Entity
e247,节肢动物门,Concept Entity
e248,约为4.5,Concept Entity
e249,Loculoascomycetes,Concept Entity
e250,阻遏蛋白、反义RNA...,Concept Entity
e251,白色念珠菌,Concept Entity
e252,无菌培养基,Concept Entity
e253,产气荚膜杆菌,Concept Entity
e254,传染性软疣,Concept Entity
e255,间接接触、性交等方式传播,Concept Entity
e256,抗感染药,Concept Entity
e257,十二指肠溃疡,Concept Entity
e258,李兴杰,Concept Entity
e259,曲线表示出来,Concept Entity
e260,细菌武器,Concept Entity
e261,嗜极菌,Concept Entity
e262,鞭毛藻,Concept Entity
e263,紧密附着于根际土壤中的微生物,Concept Entity
e264,法国里摩日大学,Concept Entity
e265,需氧或兼性厌氧,Concept Entity
e266,isolation,Concept Entity
e267,隔離,Concept Entity
e268,240.3,Concept Entity
e269,γ－Globulin,Concept Entity
e270,低聚果糖,Concept Entity
e271,天然色素,Concept Entity
e272,直接居住生活在一起,Concept Entity
e273,侧孢短芽孢杆菌,Concept Entity
e274,8%,Concept Entity
e275,O’Meara氏法、Barritt氏法、快速法,Concept Entity
e276,208-590-3,Concept Entity
e277,cold,Concept Entity
e278,红、肿、热、痛,Concept Entity
e279,胃底腺、贲门腺和幽门腺,Concept Entity
e280,449.9°C,Concept Entity
e281,Pseudomonas,Concept Entity
e282,附睾炎,Concept Entity
e283,膈肌麻痹,Concept Entity
e284,微生态学、仿生学,Concept Entity
e285,是鲜奶处理的一种灭菌工艺,Concept Entity
e286,活菌制剂,Concept Entity
e287,1919年9月24日,Concept Entity
e288,抵御极端的寒冷环境,Concept Entity
e289,微溶于水,Concept Entity
e290,Hymenomycetes,Concept Entity
e291,vibrio,Concept Entity
e292,聚醚类抗生素,Concept Entity
e293,李小安（医生）,Concept Entity
e294,thiazole,Concept Entity
e295,细菌感染所致,Concept Entity
e296,建立了间接血凝反应,Concept Entity
e297,疏松组织,Concept Entity
e298,Thermophilic,Concept Entity
e299,Kun,Concept Entity
e300,发热与斑丘疹、疱疹同时，或无发热即出疹,Concept Entity
e301,37℃中放18～24小时生长,Concept Entity
e302,helper,Concept Entity
e303,细胞免疫,Concept Entity
e304,Tonsil,Concept Entity
e305,Thallophyte,Concept Entity
e306,剧毒,Concept Entity
e307,200-797-7,Concept Entity
e308,厚垣孢子,Concept Entity
e309,古细菌界,Concept Entity
e310,《恙虫病检验手册》、《弓形体病》,Concept Entity
e311,Artificial,Concept Entity
e312,片剂,Concept Entity
e313,Hemoptysis,Concept Entity
e314,1～3年,Concept Entity
e315,昆虫纲,Concept Entity
e316,关节红、肿、热、痛、功能障碍及关节畸形,Concept Entity
e317,仿生学,Concept Entity
e318,处方药、基本药物,Concept Entity
e319,中国约657种,Concept Entity
e320,竹节状、鹿角状、球拍状、螺旋状和梳状等,Concept Entity
e321,张辉,Concept Entity
e322,大分子通过内吞的作用进入细胞,Concept Entity
e323,苏联医学科学院病毒学研究所,Concept Entity
e324,Saprotrophs;,Concept Entity
e325,2018年,Concept Entity
e326,李小安,Concept Entity
e327,感染葡萄球菌、链球菌、大肠杆菌，或滴虫、念珠菌等,Concept Entity
e328,transduction,Concept Entity
e329,淋巴器官,Concept Entity
e330,伞菌、香菇、菌类（Lentius）,Concept Entity
e331,5-Fluorouracil,Concept Entity
e332,C9H8O4,Concept Entity
e333,葡萄球菌属,Concept Entity
e334,界（生物学分类）,Concept Entity
e335,小儿结核病,Concept Entity
e336,淀粉等天然物质,Concept Entity
e337,脓肿,Concept Entity
e338,Bordetella,Concept Entity
e339,创伤,Concept Entity
e340,颊黏膜，舌，齿龈，上腭,Concept Entity
e341,子囊果,Concept Entity
e342,smallpox,Concept Entity
e343,Anthrax,Concept Entity
e344,不溶于水、稀酸、碱、乙醇或其它有机溶剂,Concept Entity
e345,food,Concept Entity
e346,systemic,Concept Entity
e347,BF,Concept Entity
e348,支气管炎,Concept Entity
e349,黄叶病、暂黄病,Concept Entity
e350,immunology,Concept Entity
e351,合成自身的含氮化合物,Concept Entity
e352,病毒（乐队）,Concept Entity
e353,150.22,Concept Entity
e354,CFU,Concept Entity
e355,淋巴滤泡不明显,Concept Entity
e356,丙型肝炎、丙肝,Concept Entity
e357,液体培养基,Concept Entity
e358,观察细菌,Concept Entity
e359,美德定,Concept Entity
e360,Spermin,Concept Entity
e361,密封保,Concept Entity
e362,N-乙酰基神经氨酸,Concept Entity
e363,作为基因导入细胞的工具,Concept Entity
e364,生物载体,Concept Entity
e365,江苏省靖江,Concept Entity
e366,双特异性抗体,Concept Entity
e367,agarose,Concept Entity
e368,根尖周炎,Concept Entity
e369,食用大量含硝酸盐的食物,Concept Entity
e370,预防狂犬病,Concept Entity
e371,香菇多糖,Concept Entity
e372,30,Concept Entity
e373,风诊,Concept Entity
e374,571℃,Concept Entity
e375,农用抗生素,Concept Entity
e376,山羊,Concept Entity
e377,生理学,Concept Entity
e378,消毒,Concept Entity
e379,感染科、肿瘤科,Concept Entity
e380,1946～1947年,Concept Entity
e381,multiple,Concept Entity
e382,心脏，神经，胃，眼，耳等,Concept Entity
e383,enzyme,Concept Entity
e384,以贫血、出血和感染为主要表现,Concept Entity
e385,生物过程在生产,Concept Entity
e386,坏死性胰腺炎或胰腺周围脂肪发生局灶性坏死、液化继发感染,Concept Entity
e387,各种形式的免疫功能,Concept Entity
e388,隐球酵母科,Concept Entity
e389,乳酸链球菌肽,Concept Entity
e390,1918年4月3日,Concept Entity
e391,粉褶侧耳,Concept Entity
e392,536.,Concept Entity
e393,草菇（食用菌）,Concept Entity
e394,免疫分析法,Concept Entity
e395,疗养,Concept Entity
e396,碳、氢和氧,Concept Entity
e397,C30H22O12,Concept Entity
e398,抗原递呈细胞,Concept Entity
e399,mutation,Concept Entity
e400,名词,Concept Entity
e401,羊炭疽病,Concept Entity
e402,过氧乙酸、高锰酸钾,Concept Entity
e403,圆形、椭圆、圆柱,Concept Entity
e404,B1a:873.09,Concept Entity
e405,C18H35ClN2O6S,Concept Entity
e406,抗原分离、抗原印迹和抗原检定,Concept Entity
e407,昆虫学家,Concept Entity
e408,进行药物敏感度的测定,Concept Entity
e409,二次感染细胞时,Concept Entity
e410,几乎对所有抗生素有抗药性的细菌,Concept Entity
e411,本菌在体内能形成荚膜,Concept Entity
e412,近日节律,Concept Entity
e413,衣原体门,Concept Entity
e414,熟石灰、消石灰,Concept Entity
e415,两性霉素B,Concept Entity
e416,在脊椎动物与人类之间自然传,Concept Entity
e417,病毒类疫苗,Concept Entity
e418,SARS冠状病毒（SARS-CoV）引起,Concept Entity
e419,网易游戏,Concept Entity
e420,手癣,Concept Entity
e421,化学药品,Concept Entity
e422,隐蔽期,Concept Entity
e423,百日咳毒素、丝状血凝素,Concept Entity
e424,前鞭毛体、无鞭毛体,Concept Entity
e425,传染性,Concept Entity
e426,Y,Concept Entity
e427,双螺旋中间体,Concept Entity
e428,燕平梅,Concept Entity
e429,Gill,Concept Entity
e430,polyether,Concept Entity
e431,低龄、年老体弱者,Concept Entity
e432,国务院特殊津贴专家,Concept Entity
e433,仅仅是血型的不同，都属健康人群,Concept Entity
e434,形成雾状,Concept Entity
e435,先天免疫功能异常,Concept Entity
e436,以自分泌和旁分泌方式发挥效应,Concept Entity
e437,免疫（希小宝演唱歌曲）,Concept Entity
e438,内科，心血管内科,Concept Entity
e439,咖啡酸,Concept Entity
e440,Principle,Concept Entity
e441,西非法郎,Concept Entity
e442,一元无机强酸,Concept Entity
e443,芽孢杆菌目,Concept Entity
e444,150—600毫微,Concept Entity
e445,症状复杂，可累及任何组织器官，包括皮肤，黏膜，骨，关节以及各内脏，较易侵犯神经系统,Concept Entity
e446,没有包膜的直径为70～90,Concept Entity
e447,西那卡塞等,Concept Entity
e448,性,Concept Entity
e449,婴儿成长所需的所有营养和抗体,Concept Entity
e450,肿瘤诱发（tumor-inducing）,Concept Entity
e451,鲜奶，凝乳剂，乳酸菌，盐,Concept Entity
e452,Agaricus,Concept Entity
e453,浆细胞,Concept Entity
e454,archaeobacteria,Concept Entity
e455,孕妇忌用,Concept Entity
e456,生物法,Concept Entity
e457,protist,Concept Entity
e458,进行分析后,Concept Entity
e459,1日每千克体重10mg，分3次用。,Concept Entity
e460,剂量过大可引起腹泻,Concept Entity
e461,静滴后数小时发生寒战,Concept Entity
e462,鼠属,Concept Entity
e463,450多种,Concept Entity
e464,极冷、极热或极大压强,Concept Entity
e465,两亲性,Concept Entity
e466,左霉素,Concept Entity
e467,抗毒素、抗菌血清,Concept Entity
e468,新型疫苗,Concept Entity
e469,螺杆菌属,Concept Entity
e470,生物武器,Concept Entity
e471,PTH,Concept Entity
e472,HBV,Concept Entity
e473,沙培林,Concept Entity
e474,硫化细菌,Concept Entity
e475,土壤、水、动物及人类的肠道,Concept Entity
e476,食欲不振、容易疲劳、虚弱,Concept Entity
e477,B细胞是参与体液免疫的致敏B细胞,Concept Entity
e478,Wanna,Concept Entity
e479,0.5～0.8μm,Concept Entity
e480,Panavision,Concept Entity
e481,Hoe-28o;,Concept Entity
e482,甲烷微菌属,Concept Entity
e483,700多种,Concept Entity
e484,子,Concept Entity
e485,用途广泛,Concept Entity
e486,腹痛、腹肌紧张、恶心、呕吐、发热，重者全身中毒性反应,Concept Entity
e487,微生物补充一种以上的营养物质,Concept Entity
e488,过敏体质者,Concept Entity
e489,异硫氰酸荧光素,Concept Entity
e490,Erwinia,Concept Entity
e491,Unionidae,Concept Entity
e492,黑洞,Concept Entity
e493,白色链霉菌,Concept Entity
e494,肺念珠菌病,Concept Entity
e495,181.9℃,Concept Entity
e496,引起人及动物的钩端螺旋体病,Concept Entity
e497,淋巴细胞产生的细胞因子,Concept Entity
e498,结膜炎，角膜炎,Concept Entity
e499,215-807-5,Concept Entity
e500,食管炎,Concept Entity
e501,仙居县环城西路50号,Concept Entity
e502,流感病毒,Concept Entity
e503,重要防卫体系,Concept Entity
e504,血球,Concept Entity
e505,技术分析等,Concept Entity
e506,蟎,Concept Entity
e507,由絮状表皮癣菌、须癣毛癣菌、红色毛癣菌等引起,Concept Entity
e508,HLA（人类白细胞抗原）,Concept Entity
e509,心跳过速，结膜炎和非渗出性咽峡炎，伴发热、头痛、发冷、肌痛及恶心、呕吐等,Concept Entity
e510,basidiospora,Concept Entity
e511,预防传染病,Concept Entity
e512,草菇,Concept Entity
e513,百度百科十大热词——2020·1,Concept Entity
e514,脂多糖的最外层部分,Concept Entity
e515,检测放射性标记物质的技术,Concept Entity
e516,NisinCAS:1414-45-5,Concept Entity
e517,crimean,Concept Entity
e518,内科，外科，肿瘤科,Concept Entity
e519,免疫规划,Concept Entity
e520,1965年9月,Concept Entity
e521,演员,Concept Entity
e522,是水中需氧污染物含量的综合指标,Concept Entity
e523,人二倍体细胞狂犬病疫苗,Concept Entity
e524,乙肝两对半,Concept Entity
e525,医药、工农业、环保,Concept Entity
e526,人工方法,Concept Entity
e527,ZHUSHEYONG,Concept Entity
e528,sensitive,Concept Entity
e529,微生物添加剂,Concept Entity
e530,盘菌目,Concept Entity
e531,auxotroph,Concept Entity
e532,布氏杆菌,Concept Entity
e533,急性、接触性,Concept Entity
e534,0.5,Concept Entity
e535,好氧法、厌氧法和生物酶法等,Concept Entity
e536,发黑,Concept Entity
e537,Zygomycotina,Concept Entity
e538,empyema,Concept Entity
e539,442.99800,Concept Entity
e540,中国、俄罗斯、澳大利亚等国及欧洲、北美洲等地区均有分布,Concept Entity
e541,Russula,Concept Entity
e542,免疫组化技术,Concept Entity
e543,牛肝菌科、乳牛肝菌科,Concept Entity
e544,磷烷,Concept Entity
e545,1955年3月11日,Concept Entity
e546,1953,Concept Entity
e547,感染科,Concept Entity
e548,脐带血,Concept Entity
e549,Chemolithoautotrophy,Concept Entity
e550,对肝脏有损伤性,Concept Entity
e551,常因链球菌或葡萄球菌分泌物积存于扁桃体窝引起,Concept Entity
e552,臭虫,Concept Entity
e553,subtilis,Concept Entity
e554,食品保鲜,Concept Entity
e555,免疫性,Concept Entity
e556,链球菌属,Concept Entity
e557,梭状芽胞杆菌属,Concept Entity
e558,多为肉质，含很少膜质或革质,Concept Entity
e559,用于霉菌酵母菌计数等,Concept Entity
e560,抗链球菌溶血素“O”试验,Concept Entity
e561,悉尼,Concept Entity
e562,漳州,Concept Entity
e563,正常菌群,Concept Entity
e564,白僵病,Concept Entity
e565,非特异性免疫,Concept Entity
e566,sporulation,Concept Entity
e567,风疹,Concept Entity
e568,利用甲醇作为唯一碳源和能源,Concept Entity
e569,calcium,Concept Entity
e570,硝基苯、硝基烷烃等,Concept Entity
e571,刺激B细胞增殖并产生免疫球蛋白G,Concept Entity
e572,v.Tiegh.,Concept Entity
e573,奈瑟菌属,Concept Entity
e574,中枢神经系统感染,Concept Entity
e575,Metronidazole,Concept Entity
e576,connective,Concept Entity
e577,1873,Concept Entity
e578,新型冠状病毒感染的肺炎,Concept Entity
e579,DNA连接酶,Concept Entity
e580,薄而均匀地平铺在舌面,Concept Entity
e581,2630吨,Concept Entity
e582,新型的冠状病毒,Concept Entity
e583,肝功能障碍,Concept Entity
e584,43～48岁人群,Concept Entity
e585,组织对重大疾病的综合防治等,Concept Entity
e586,1.38g/cm3,Concept Entity
e587,常见流感病,Concept Entity
e588,小腿屈面,Concept Entity
e589,cilia,Concept Entity
e590,咽痛，可伴流涕、发热、声嘶、胸闷等,Concept Entity
e591,黄嘌呤氧化酶,Concept Entity
e592,与人类健康密切相关,Concept Entity
e593,minimum,Concept Entity
e594,多节绦虫亚纲,Concept Entity
e595,乳酸杆菌,Concept Entity
e596,sheng,Concept Entity
e597,由卵菌纲引起的植物病害,Concept Entity
e598,2011年当选中国工程院院士,Concept Entity
e599,鹅颈烧瓶实验,Concept Entity
e600,马铃薯Y病毒,Concept Entity
e601,木蚤、目虱、床虱、壁虱,Concept Entity
e602,通常存在于正常人口腔，上呼吸道，肠道及阴道,Concept Entity
e603,鹅口疮，在颊，齿龈,Concept Entity
e604,肺炎疫苗,Concept Entity
e605,人类生物资源,Concept Entity
e606,生物饲料,Concept Entity
e607,充分发挥疫苗的免疫效果,Concept Entity
e608,泌尿外科,Concept Entity
e609,Eubacterium,Concept Entity
e610,科学,Concept Entity
e611,吸毒的致幻作用,Concept Entity
e612,郎格汉斯细胞,Concept Entity
e613,郑州市金水区,Concept Entity
e614,盆腔炎,Concept Entity
e615,Exogenous,Concept Entity
e616,350×250纳米,Concept Entity
e617,片剂：每片0.3g、0.5g,Concept Entity
e618,外毒素,Concept Entity
e619,梯形接合,Concept Entity
e620,弧菌科(Vibrionaceae),Concept Entity
e621,与化学毒物、放射线、病毒感染、免疫等有关,Concept Entity
e622,因病疫传播蔓延而致病,Concept Entity
e623,asexual,Concept Entity
e624,0.3～0.5um,Concept Entity
e625,蝶形红斑，皮损，内脏损害，或伴其他结缔组织病,Concept Entity
e626,为发烧、结膜潮红、咳嗽,Concept Entity
e627,放射自显影术,Concept Entity
e628,免疫反应,Concept Entity
e629,水产养殖,Concept Entity
e630,不产生新的亚型,Concept Entity
e631,1965年,Concept Entity
e632,抗原抗体浓度的比例等,Concept Entity
e633,Morchella,Concept Entity
e634,肉鞭动物亚门,Concept Entity
e635,股部、腹股沟、下肢,Concept Entity
e636,猪气喘病,Concept Entity
e637,蓝菌界,Concept Entity
e638,oncogene,Concept Entity
e639,1.745,Concept Entity
e640,前噬菌体,Concept Entity
e641,双翅目（ Diptera）,Concept Entity
e642,乙醇脱氢酶,Concept Entity
e643,月度榜单,Concept Entity
e644,Alcohol,Concept Entity
e645,自身免疫性疾病、变态反应性疾病,Concept Entity
e646,传染病学术语,Concept Entity
e647,病情反复,Concept Entity
e648,inoculation,Concept Entity
e649,两面凸中央凹的圆饼状,Concept Entity
e650,978-7-04-039389-7,Concept Entity
e651,蘑菇亚科,Concept Entity
e652,来自链球菌系的溶血素,Concept Entity
e653,乳铁蛋白,Concept Entity
e654,活化免疫细胞，抑制肿瘤的生长,Concept Entity
e655,用化学消毒药物作用于微生物,Concept Entity
e656,金钱菌属,Concept Entity
e657,鸡痘,Concept Entity
e658,泌尿系感染、肾结核、膀胱肿瘤及膀胱附近肿瘤压迫导致,Concept Entity
e659,分子免疫学,Concept Entity
e660,RNA病毒,Concept Entity
e661,毒血症,Concept Entity
e662,哺乳纲,Concept Entity
e663,链球菌科Streptococcaceae,Concept Entity
e664,芽胞杆菌科,Concept Entity
e665,Genome,Concept Entity
e666,致畸物,Concept Entity
e667,inner,Concept Entity
e668,2019年武汉病毒性肺炎病例,Concept Entity
e669,从DNA到蛋白质的过程叫基因表达,Concept Entity
e670,酵母菌目,Concept Entity
e671,老人、儿童和妇女,Concept Entity
e672,大豆及豆制品等,Concept Entity
e673,腹泻、寒颤、极度虚弱、法氏囊和肾脏病变,Concept Entity
e674,动物界,Concept Entity
e675,微生物学、分子生物学、遗传学,Concept Entity
e676,14147~14175,Concept Entity
e677,免疫球蛋白类,Concept Entity
e678,沸腾（物理学名词）,Concept Entity
e679,功能性食品添加概述,Concept Entity
e680,Toxoplasma,Concept Entity
e681,C8H16O2,Concept Entity
e682,dermatophytes,Concept Entity
e683,Methyl bromide；Bromomethane,Concept Entity
e684,积累贮存代谢产物、调节渗透压,Concept Entity
e685,rice,Concept Entity
e686,不溶于水，溶于多数有机溶剂,Concept Entity
e687,弧菌,Concept Entity
e688,《这是我们最爱的国家》,Concept Entity
e689,猴头蘑、刺猬菌、花菜菌、对脸蘑、羊毛菌、猴菇菌、喝拉巴,Concept Entity
e690,与肠道病毒基本相似,Concept Entity
e691,5536-17-4,Concept Entity
e692,中华人民共和国,Concept Entity
e693,血清球蛋白,Concept Entity
e694,可有低热（午后显著）、盗汗、乏力、消瘦等,Concept Entity
e695,沙眼,Concept Entity
e696,病原微生物，机体抵抗力减弱，性交传染,Concept Entity
e697,带状疱疹,Concept Entity
